review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
RO9CC6D4LPF6P,1,40,40,N,N
R2GMP0LWFJ0LG3,5,25,29,N,N
R3H6J61V3D8TYD,1,25,25,N,N
R6NN82J8KN081,5,22,22,N,Y
R2U0KP8H58V5KW,4,23,24,N,N
R1VF4GCM8FA7FB,4,19,22,N,Y
R2VOK2LM6GDCU8,1,25,29,N,N
R33FRH5O0T62JS,3,103,106,N,N
R1MT233P0F4XN9,5,37,38,N,Y
RJNMNST3ZNE63,5,19,20,N,N
R2W4IVLP2GSF56,2,27,29,N,Y
R1OC4JLZWDLAUC,1,20,21,N,N
R2U89XHWQ8QB3B,4,30,30,N,Y
RJESTG7ID9A27,5,49,49,N,N
RTHQIRRPWUGG3,5,21,23,N,N
R3FW8NNY2BSQQQ,3,31,33,N,N
R2CNKPO15OR7T4,4,30,33,N,Y
R207KONEYWWRLT,1,97,113,N,Y
R2CXSUPPRRZMW8,5,37,43,N,N
R2Y2N1IICGI5PO,4,40,40,N,N
R1P5LDMAOPZXP7,1,20,21,N,Y
RD668SG5IXSP6,1,18,22,N,N
R2UDTB644S2H2I,1,12,22,N,N
R11UY2YC8MR7O2,1,27,28,N,Y
R1UH01A34A71VB,5,106,108,N,N
R1KFGPIUNT2AFP,2,21,21,N,N
R11J23DJ12HD3Q,5,83,93,N,N
R1T218N24MEJ5R,2,2243,2354,N,N
RRABXM01DMY01,5,25,34,N,N
R2BSUDRE3JI3CS,1,26,37,N,Y
R2ZR312C7489MV,5,101,109,N,Y
R3ETX7UX79QHC,5,36,38,N,N
R32074SGQK73UU,1,31,36,N,N
R2OBNIFHKEFM5,1,125,132,N,Y
R1PL0GODRZ4XOK,2,68,70,N,N
R1BRLXWYUDZ41C,1,39,42,N,Y
R3QANHWFBOSXNW,5,71,73,N,N
R648L4Z66PGW8,5,28,32,N,N
R2JW7P9FNMAPTL,4,36,43,N,N
R2G0LGP48SFK5W,1,18,25,N,N
RSHVB5GHLDJDR,1,43,50,N,N
R341061T488NXO,3,23,26,N,N
R12ERYK50VWYW6,5,22,28,N,N
R3IL98CSJJS8JX,5,57,63,N,N
R3HZKZDAPXXS3P,1,20,29,N,N
R2NC1HEFCMMFO3,3,113,126,N,N
R1Q113NG2ZK91L,4,104,106,N,N
R3KUNFI5BBDDH8,5,38,44,N,Y
RJ23K05VMJB2I,3,30,34,N,N
R1W208EOVSK1CY,4,27,28,N,Y
RKUSFHM14BSLT,1,27,32,N,N
R1J6N7GIL3KKA1,1,65,66,N,N
R3FVXZVEDYFY6T,3,19,20,N,Y
RDCQD3YPBK3G7,2,41,42,N,N
RQOOIAOHDMEFS,3,20,20,N,Y
RBD7BTKDNKSNB,5,49,54,N,Y
R1NMPTXB8MMYE3,1,59,60,N,Y
R38AG4E1OJGK73,1,132,147,N,N
R2L4VBEKHRL7TG,2,20,21,N,N
R1RAUT0Z0FI6RF,5,21,22,N,Y
RZSK3FT4CP18H,1,24,24,N,N
RR0TMLA4V69Z6,5,28,29,N,N
RIZSBC92M9LPI,5,23,23,N,Y
R1W4JS6T4X717W,1,64,68,N,N
RTWC0E27TIX6O,2,39,46,N,N
R92H7I1I5HJ6M,1,21,28,N,N
R1E9Y1VC0ZFWYI,5,36,37,N,Y
R34FPJVOUKCQDG,5,19,20,N,Y
R2TD8NXC3AY8I6,5,19,21,N,N
R10EJMC3SBS6F6,4,21,23,N,Y
R3F6DTN4KZIJV0,5,56,58,N,Y
RI0O7ZQKS90VM,4,16,24,N,N
R20WJC9WV2BLBM,3,42,47,N,N
R25YW4APSKCG0X,5,24,26,N,Y
RI80WLYWNVMIE,1,20,20,N,N
R29QHYJYICNM77,1,27,31,N,Y
R39YHJKJ8BIX7Y,5,31,50,N,Y
RY5QW59B6H9MV,5,20,21,N,Y
R2V8OP8VY0IKQU,5,45,46,N,N
R3MMHAY60RXAPN,1,21,21,N,N
R1744JHF4GN891,5,32,32,N,Y
R31IK3BVNS33BK,3,28,31,N,Y
RK37OYZYR5ZL5,3,29,33,N,Y
R3NDE20D1254Y4,4,21,21,N,Y
R1LRKNBEFH3CMK,1,20,20,N,N
R22MQCY4LUDZB5,1,20,21,N,N
R9LAZUIJVBF0X,4,45,47,N,N
RTOSFEBABSGYA,1,19,24,N,N
R1XNMR9AXBA9GE,5,51,57,N,Y
R10UQ9Y0GF3Z2A,5,34,34,N,N
R2I7KYCEWZ2N99,1,95,100,N,N
R2IYNTO77SDN9R,2,24,26,N,N
R270JI2OX53GQ0,4,25,27,N,Y
R2ZJUAMS0HTKCT,5,24,24,N,Y
R17KB2NPZWOKMS,1,17,21,N,N
R3RYYUDVEV7OG1,4,51,53,N,N
R2ZCLUKP4UGAJG,1,22,24,N,N
R2JFL7TEEPYKX7,2,15,24,N,Y
R2IMX3QNJTHZR3,4,59,64,N,Y
RJJQ672ARPSCK,1,31,34,N,N
R9D9444BVV85,1,81,94,N,Y
R146AC3WGZGH8Z,3,65,77,N,Y
R1I1X3ZA39P04S,2,20,22,N,N
R36226S7HH8M55,5,30,31,N,Y
R2AAA9TH37SDPJ,1,52,60,N,Y
R1NICXEUYE321M,3,39,43,N,Y
R2P80IT63XYHSB,4,44,45,N,Y
R2W32GAG3V62NU,5,42,43,N,N
R1GOY93TU4IU16,5,27,36,N,N
REJBW4Q37Z4W7,3,20,21,N,N
R3UMLUZQ77CN8M,5,25,34,N,N
R135ASXXIMTZSI,1,23,24,N,N
R1K1R9WIHLJHJ0,5,24,25,N,Y
RP9QLB2RDN16Y,4,24,27,N,Y
R2W1XOSNALT4WD,5,31,34,N,Y
R1O1WNRNT67R3Y,3,120,123,N,Y
R2APVKQA1VV4A6,1,23,24,N,Y
R1H97SCLXERG93,2,21,22,N,Y
R1QYIFK23P7PN0,5,42,43,N,N
R1QOF4QVQJ713I,1,21,25,N,N
R1JWK6QI3X5LZR,4,28,28,N,N
R3MDSD56IAGNP5,1,27,34,N,N
R1RVN6BXMSBHSU,3,30,38,N,Y
RL3TVRJS666AX,1,19,20,N,N
R5MC7WOWMLF8Y,5,19,24,N,Y
R3JWZB75HS40FM,5,34,36,N,N
R3C7U820TTX7KO,1,19,26,N,N
R8WJSJDXTAC9V,1,26,27,N,N
R3JAOXQ0SFBPXZ,1,23,23,N,N
RXV3E3KQ5GB2C,5,23,23,N,Y
R2INGNQ6YXD5VS,1,82,86,N,N
RILV7IOKXP6FP,4,78,87,N,Y
R861HUY7GPRJW,5,45,47,N,N
R34VMAPQMA5U4D,4,21,23,N,N
R37KLWT0P1UZ70,1,19,20,N,N
R4NQCEDB8V6LH,1,19,22,N,N
R38EXC4RJ8YEWY,1,38,41,N,Y
R384FWX18OYGJE,1,14,22,N,Y
R20SKQLVU36FG4,4,22,23,N,Y
R152LQHTES7R7Y,1,21,35,N,N
R2EGSZSSCY5ER9,5,167,172,N,Y
R1K7QEPZ28SG3U,2,26,26,N,N
R3E4J5KON4LHE4,5,23,25,N,N
R2AMWVHFP93OLE,4,27,28,Y,N
R61SHRL3NIP1P,5,26,27,N,Y
R3FC7UEYFKS2ZT,1,44,47,N,N
R3ITOIQFWVFMSP,5,246,250,N,N
RS1SXX0516T5P,3,19,23,N,Y
R4A9B8F3L2OII,5,22,23,N,N
R1R18YBO7T3M39,1,18,20,N,Y
R2TSKYATJ31PS8,2,38,49,N,N
R2PGCXDUFEOO0S,5,403,409,N,N
RV78K9XESYMXV,1,37,39,N,Y
R3MAE1GHPBCA3Y,3,43,51,N,N
R10GNYXTWZ5ELU,5,23,25,N,N
R1XK0YI1XNYTS8,2,26,26,N,N
R25KB6QNQKV296,3,26,31,N,Y
RIQXYSXE086HV,2,15,21,N,Y
R2SLS5XONM5QBB,4,66,71,N,Y
RLD0OZN8FPYHK,1,19,24,N,Y
R3GNYZP1NG0GKJ,2,54,55,N,N
R7ZXHN4T6NSZ1,1,24,44,N,N
R2BXMD6Q520Q1M,5,21,22,N,Y
RASZGU8YFKH1J,1,16,20,N,Y
R1KDDSCDM9TSMO,1,33,34,N,Y
RTBMLU8PL1HOV,4,98,102,N,N
R2JHG3ZS8FV68T,2,24,26,N,N
R3RDHTWMVX2C9I,4,150,155,N,Y
RFA1V8U1G3NWY,5,35,35,N,Y
R2YDIPOABRBVB8,1,23,27,N,N
R2EKJ0U37WEQOK,5,18,23,N,Y
R3UIL0VGW3I8XE,5,22,23,N,Y
RJXQSJBL7WX4V,1,24,30,N,Y
R3BWDXQP5K21HT,1,24,26,N,Y
R3HSJDBJH37EX8,5,20,20,N,N
RXHF5MFFF4LV4,1,10,20,N,Y
R3125W32EF7TY8,5,20,20,Y,N
R23ZINY1STCCPF,5,29,30,N,N
RAPYC0I2610RC,5,41,43,N,Y
R9PYABSJJ8K6W,1,21,21,N,N
RUZ7XABL6T03L,4,28,32,N,Y
R14OOAJNERNFZ3,1,20,20,N,N
RKOSAY07W4YCK,4,97,101,N,N
R3FL8GP409FCEH,3,25,25,N,N
R2QXL5SUQEPV2R,5,41,41,N,Y
R3E9QZUMWQN2W3,1,35,37,N,Y
R2IP20XU2JI3G3,5,19,20,N,Y
R11W5XJLMIN28G,2,14,28,N,N
RQ76SJYAG0WKM,5,48,50,N,N
R1YHQDB48WDCA6,4,27,30,N,N
R2KC5152VMU1U1,2,23,25,N,N
RSSXMXIUD1S0Z,5,34,39,N,Y
R1Q8GQPOCRJOO8,2,21,36,N,N
R28LXEGMPB773A,5,37,39,N,N
R2HLVKM5RZIMQA,1,106,115,N,Y
R26DYEWCVMNE8E,1,36,44,N,N
RNQ8CZSNBZFSR,5,97,99,N,N
R1SZKTZ2RKSOSU,1,50,50,N,N
R1ZTZKVM0YJQHV,4,30,34,N,Y
R2E82ETNBAYKJK,1,66,69,N,Y
R1AK61VS5RZHX9,3,19,20,N,N
RJ4P6WJ11SA6D,5,161,170,N,N
R2OD2GFXZ2EUES,1,19,28,N,Y
R2QGAHO79NX3HK,3,74,82,N,N
R2DBNIXZR8X2TW,1,12,23,N,N
R31GBYS3KP31C2,3,24,33,N,Y
R1GJYXI6QW4JLN,1,25,30,N,N
RBAQSS6ZYLLEB,1,26,28,N,N
R1ONESRUF0EBAF,1,26,27,N,N
R237YXHOENBPKJ,2,36,37,N,N
R27BTENCFN48G5,5,45,47,N,Y
R2N3IQIVYYEHE3,5,34,35,N,Y
R152P44VBNQJ41,2,19,20,N,N
R3AN7RTO3NYJQ2,5,675,737,N,N
R1S6NDUB22L6XY,2,26,26,N,N
RLK6QE70J4VKP,5,61,61,N,Y
R3HI93ABLQQSIG,5,26,26,N,Y
R1T071USTECQ9R,5,21,22,N,Y
R1R8ACLDHHAQ9O,5,43,43,N,Y
R3QLYKFFKZ179A,1,44,52,N,Y
RALO4JHYUVRIX,4,25,26,N,Y
R13IG7RW2M5CJV,1,80,84,N,N
R17L2NK564ZG85,2,32,39,N,Y
R3GLHA4YRDD5DD,2,61,62,N,Y
R36NPSDH4BIDB9,4,40,74,N,Y
R3SCSE83998XIV,3,38,38,N,N
R2X81JGCTYOAHL,4,30,31,N,N
R3L7CIUBV5GXWO,5,31,32,N,N
R28JG2XWAXCV4X,5,28,29,N,N
R3KTL0A0H1JJCA,1,39,40,N,Y
R1BAX2116K2MAX,4,24,24,N,Y
R170QWAP36G48D,5,62,66,N,Y
R1C0GW9H2DJTGK,1,21,23,N,Y
RF4KXZJ4IZKTM,5,53,57,N,N
R3QQ93N2RN5702,5,35,37,N,N
R3M3JR68HGIEV4,1,32,43,N,Y
R2RYAHZWNRS77L,3,127,128,Y,N
R3FXPVAOTLEGZX,1,32,37,N,N
R23UVO7LM0CNX8,1,100,106,N,N
R2V3ERSVOGG4VM,1,19,20,N,Y
R3K8CB3LBOTNF0,3,29,29,N,N
R20N4D7PZOE1HE,5,19,21,Y,N
R1P1Q74203G8L9,3,28,29,N,N
R1MNKML424BMXO,5,23,26,N,Y
R4BWYA8RF2VMS,3,25,25,Y,N
R3QTONZA7XF27Q,1,66,83,N,Y
R2C7GH7FEVK9XN,4,20,22,N,Y
R2FVENVOJY6D8K,1,67,84,N,Y
R37374S87KXB8G,5,22,22,N,N
R3JO5KNMMUE0OV,4,27,27,N,Y
RNV1TI20G7Z9V,5,19,21,Y,N
R20F3I76I8BXM8,5,48,48,N,Y
R12ATA0OHGUOSO,5,27,30,N,N
R15RUFCLP7UM2G,5,65,65,N,Y
RNVUZ44TNGBN8,1,21,28,N,Y
R1WLULDLKIGO0T,5,20,25,N,N
R11KPP75G4RA0L,5,20,27,N,Y
R23PYLWN79N8LB,1,21,22,N,N
R28LLBAV8UGH99,5,142,147,N,N
RVPAW9UPL9ZNA,5,39,43,N,N
R3OTE1GYQPE6CH,1,21,31,N,N
R1VAGTJC714WDO,1,24,37,N,Y
R2UGUOBEN1K47Q,4,50,56,N,N
R4JWK9AGP0YSU,3,36,37,N,N
RZYXE8GNENMTR,1,27,27,N,N
R1T92D9E4Z6ZAZ,1,43,51,N,Y
R35DD3GK4SRIEQ,1,32,45,N,N
R1W2O3CBIWG4AX,3,31,31,N,N
RRFK4E6HID7IO,3,35,36,N,Y
RZI6WTA9SC4WU,1,24,25,N,N
RI9KU74AGU45L,5,21,23,N,Y
R21RHI692XPP4F,1,24,42,N,N
R2BR0W0RO5G2AK,5,23,24,N,Y
R2RX3T43N493MA,3,47,50,N,N
R1ZU37G7VVJE4A,1,30,30,N,Y
R287MD7F9OVC5Z,5,21,23,N,Y
R2R4TC030YBD4G,3,34,35,N,N
R359A52WD22VYG,5,28,28,N,N
R1UIE463C18O4Z,1,32,34,N,N
RKWNKK763S7M2,1,25,28,N,N
R2X1SNOL21ZS2N,5,61,61,N,Y
R1P7DA2TS3F39X,1,18,20,N,N
RDNSJEID9XHLD,5,37,42,N,N
R1TGWQ7P2N8O8V,5,26,26,N,N
R1W5KM7FOI4HFJ,1,38,43,N,Y
R3DDOBVJC5OOZU,1,39,42,N,N
R1X8SF440DCT9N,1,18,22,N,N
R1EVK02Y9SOEKK,2,28,32,N,Y
R1DIHQ2C2HMYB2,1,24,27,N,N
R29C3RIZNF8RRF,1,29,35,N,N
R124GQA7WP3A0K,1,329,356,N,N
R3FYQZD5KZDTKF,5,18,20,N,Y
R231UPLIYTHQBU,1,19,21,N,Y
R3C7PE67IFSZ3E,3,44,50,N,Y
R36XDAL3B5S46X,1,73,75,N,N
R11B7QM1I0H3AM,5,113,114,N,N
R136A25JWWLTW2,1,18,25,N,Y
RY3VU3LVDGIGM,1,22,23,N,Y
RTLN3LGFU759Q,1,25,26,N,N
R22NHC2FL0JO5M,1,35,38,N,N
R3VAZ85H0ZTO2N,4,28,30,N,Y
R1ZVVTWCXB6OPI,4,22,24,N,Y
RXC89VCP6GF7E,5,92,108,N,Y
R3MN8QN8II5ISM,5,108,111,N,Y
R1VFSQC8FO1TKQ,5,26,29,N,Y
R17U9NEL4RU10F,1,29,31,N,N
RSBLGL8T5GLUG,3,20,20,N,N
R71TKZKWUQSWN,3,84,85,N,N
R1MS7CQMBNHXQH,1,28,35,N,N
R9Q79MCJ6N5AD,5,55,59,N,N
R24I75RUCYVYZT,5,57,60,N,Y
R3BUYKCELCTC66,5,30,32,N,Y
R29D0UMLQICGG6,4,88,99,N,Y
RK0VYL7EFGESN,5,316,352,N,Y
R3AT71HW3GWWUM,2,32,42,N,Y
R176I7LD98BAT3,1,26,29,N,Y
R1AHGRVB8WE59R,5,27,27,N,N
R3I42AYZSAWNWK,3,154,157,N,N
R6XPAZPS8QHE7,4,58,64,N,Y
R3BU9QUZ5CWP88,4,30,43,N,Y
RE7HD8GTO05E6,4,28,28,N,N
R2GIT8A272ORY7,1,15,30,N,Y
R2SDNPS0D2VS6H,1,21,21,N,N
R2KCCWZ36P1WKM,1,34,37,N,Y
R3IBBKU28I6XDY,1,100,103,N,Y
R2OUJ83UKKEB22,3,24,25,N,N
R2DY54SFO7XQOL,2,19,20,N,N
R2BVNYOWWPIISU,1,33,33,N,N
RLEW5LF0TJ8MR,1,134,144,N,N
R3FS8YCUNK2GLC,4,51,51,N,N
R3BSH9GEEXQHJF,1,46,53,N,Y
RCSBKSKVLJRTN,4,52,56,N,Y
R20D2DSGGY8F1I,3,25,28,N,Y
R703LS1EUPE4O,3,42,44,N,N
R3FGW4351PVP4T,1,19,22,N,N
R1A1ZHPBJR4YG0,3,196,211,N,N
R1DDB6BH8ETPF8,1,86,93,N,Y
RSM0RERQHQYMI,5,19,21,N,N
R3TJB6PW34PCZF,5,44,46,N,Y
R1DADYZXCLF5VP,5,20,22,N,Y
R2QPRZ9XORHTYD,1,17,21,N,N
R3C9NI3L7UBFW5,5,69,69,N,Y
R1C896H283GXNU,1,12,24,N,Y
RAWXD0SZGRPVB,5,67,70,N,Y
R3SYHUKN163QKW,3,20,21,N,Y
R3MY7P6I2RJJDY,1,31,31,N,N
R3U0GHU4ETRN6K,1,21,41,N,N
R2UHBL2RWQP75V,3,48,49,N,Y
RZANYLYGJL4HZ,5,16,20,N,N
R115FWN1OJZ0SV,1,30,31,N,Y
R10631ED5Y6FRG,3,100,102,N,Y
R1PHVYCSV6H9EP,5,10,20,N,N
R3NDQO2KLXWUSZ,1,11,21,N,N
R9V3U92R21ZK6,4,18,21,N,Y
R3CBSGT8J6MJZY,1,39,44,N,Y
RHSWWG0KAAHEM,1,29,42,N,Y
R1U33B0JKLG1XZ,1,25,26,N,N
R3B87DE5WH7UET,5,39,50,N,Y
R2FINRBUEUGKBS,1,144,161,N,Y
R2F1NVJSQNYG1V,2,11,20,N,N
RRNXFM4WZBEJ8,1,29,43,N,Y
R3I4SM0OTKBR58,1,16,20,N,N
R35HRS98W1TYYZ,2,22,23,N,N
R20CFSBV8KBQ8I,1,52,56,N,N
RVI5FJHTQ2EUX,5,47,50,N,Y
R3VQWQG1BCHSF1,5,88,98,N,Y
R1947B536WT0EW,2,37,37,N,N
R2U6P2ADH0QSYT,2,32,36,N,N
R3EDW03OVAIN0V,1,23,26,N,N
R33K2M2BTPIVKS,1,19,20,N,N
R1Y4E00COSZPWA,2,35,40,N,Y
RX8K4SCYX4J6S,2,72,73,N,N
R225AZW7FTW8CP,4,43,43,N,Y
RF3QW4P7Z5AJ7,4,32,39,N,N
R2ZP4GCDM4GM62,4,51,57,N,N
R2GBA4NNIK07CM,3,112,117,N,N
R1SMOEIB3Y0IH8,1,53,54,N,N
R26SW1G2K548E1,5,27,31,Y,N
RMJGVWH44MYT9,5,22,37,N,N
R27ZHO71HEGD1O,1,41,44,N,Y
RUXE5M6DV1J90,1,17,25,N,N
R2HPXL0DN7N0VE,4,47,51,N,N
R34UAYMQWXAUGI,1,27,30,N,Y
R9U46NL73XG9D,5,37,43,N,N
R1O2F7DB626QYO,2,34,37,N,Y
R1WFNKJ5ZGG00B,1,43,43,N,N
R2BPQG8Y5SM9KN,5,20,21,N,N
R3JTA5RK6JWUAE,1,42,46,N,Y
R18AHMLUMSP3IT,5,22,28,N,N
R2O1H3XPAP6WMZ,4,14,21,N,N
R1TU4R5LDKUG32,1,32,34,N,N
R2RAH4PMHWP9CZ,1,27,28,N,N
R3JBEUBZ5E4GET,2,62,97,N,N
R2BJRVB9OWR1WI,3,30,32,N,Y
R29VL26FD87FBG,1,32,32,N,N
R2NWZBPOW1K6B4,4,96,110,Y,N
R1HTGQ5A201OTC,5,79,83,N,N
R2A4XP6EQW07KY,1,25,29,N,N
R3NC2GE3P0WL4A,1,66,71,N,N
R1ZID0QANA4B1X,4,26,29,N,Y
R1LMJGE2JGQ3T5,1,30,36,N,Y
R22ANOCN65BKMV,5,27,31,N,N
R2YXNIU8VPL27X,3,45,59,N,Y
R1NX1RG6WJO55N,2,25,27,N,Y
RO5085P186K8T,5,35,35,N,Y
R2GSZW8LSS382H,5,17,20,Y,N
R2YHVJ3SESLC46,4,20,20,N,N
R1X6V5RP5LM2WR,5,163,180,Y,N
R32X11UU09XKS2,3,97,102,N,Y
R3BDOIREW4G79M,4,15,20,N,N
R11ZGMP3WN0NGI,5,19,20,N,N
RG3E0VWG2V3ZI,1,15,20,N,Y
R1V8YE9HOIZEZD,5,31,33,N,Y
R27HFD5TB4DD4I,1,83,86,N,N
R27PAMJAHN8Y7F,3,46,64,N,N
RLD19H8Z34A4,1,39,42,N,N
R2XJJZQPZ68SL8,5,110,132,N,N
R2BM9J5D13QZHF,1,19,26,N,N
R3RN3OCVLGXAHH,3,33,34,Y,N
R3QYQ5MX0FYR61,1,41,45,N,N
R1PWWKKITR91KH,5,16,21,N,N
R340K7A4OTP946,1,20,21,N,Y
RCSUIS95LNBR5,1,26,27,N,Y
RWYPUWD3G1V26,5,24,24,N,N
R3ITCKJ03H643M,1,31,36,N,Y
R2VTIWFBVZGK2I,2,11,22,N,N
R19QR8EAQGJ227,4,84,85,N,Y
REF8XSF85UQ4E,1,28,31,N,N
R8IP5SRZT94VB,5,85,89,N,N
R23U4L2E8FGUP4,4,35,35,N,Y
R2MLQBFT3FTRI3,1,37,44,N,Y
R2SHFKFOO5O1LN,5,75,77,N,Y
R2MTJFVAU8KQGM,5,21,23,N,N
R2T0OXOO2TSLBG,2,81,87,N,N
R1CNSRUWGVWVCJ,3,69,70,N,Y
R2FBGJ5DCXA9WS,4,12,20,N,N
R30CWTB4EYZTN3,5,15,20,N,N
R1PPW2LGZFIAM9,1,32,33,N,N
R7GFVB2PTSEVK,1,13,25,N,N
R3TCKMG783IVLZ,4,30,32,N,Y
RDRUQCELM0S8V,1,44,46,N,N
R1AUCIZUCSYAV8,1,21,25,N,Y
R3KOFUBZFI7PO5,1,26,26,N,N
R17WAB3DFJ1PXN,2,21,25,N,N
R1ASPFYMXD5JYK,5,59,68,N,Y
R1BN3UHVX9KREL,1,182,203,N,Y
R1HIWIQQ43J2GM,3,98,100,N,N
RZAP6UUNUFXCD,5,19,20,N,N
R2NEJH158F2TNM,4,25,25,N,Y
RAVVPZW1WJME5,5,18,20,N,N
R37TNYSI9QWG2B,4,55,56,N,N
R3OPFABGSXMPXJ,5,42,42,N,N
R2PTEMHO8WTZNH,1,23,27,N,N
R35K1YP6AIJKDS,2,28,44,N,N
R25Z4ORVQQ7SF3,1,64,65,N,N
R6Y8W4IKM2Q2K,1,15,20,N,N
R2GHKQL1Z8EW4T,1,21,23,N,N
R3LMLPQDMAT3Z5,1,25,28,N,Y
R1GY5NB0B1K9PG,1,27,28,N,N
R3TLRV5SKGN3H7,1,23,24,N,N
R3F3XPFV3QLYMR,1,29,29,N,N
RKIRJOH4XPZUM,1,64,65,N,N
RXU1YV1YKYPN,2,24,25,N,Y
RXA5C18JXWKAV,5,81,86,N,Y
RF21MUY0W88FE,1,23,27,N,Y
R2L7EZ4EIMSUIH,1,38,40,N,N
R30EVTTABVFJRW,1,32,36,N,N
R38TRG44WGD98D,5,18,20,N,Y
R2ZULTY01VZFZ6,5,18,22,N,Y
RFDQ79JN3E7NV,2,20,21,N,N
RS4D2NRJCD0TE,2,23,26,N,N
RHP0K7YCKZ8AX,1,26,28,N,N
R2TL7ZAABWJ51S,5,22,23,N,N
R1B9BQJ582UNAZ,1,45,50,N,Y
R1U22KRTQDS2FH,2,42,45,N,N
R13N4VY83WA84I,5,25,34,N,Y
R2E9LL5KCZPFUX,2,20,22,N,N
R2IIDF22G23L72,5,20,20,N,Y
R2D7W4AI1VXHDC,1,23,28,N,N
R34BJQ2WHQGPXB,2,20,23,Y,N
R14FUOERBD7W9I,3,16,21,N,N
R2V6ZY57BL6IPT,1,15,21,N,N
RID9DTDTB84G8,3,44,48,N,Y
R3TOLQEF1MFTGH,1,22,22,N,N
RA2CWRCF257Y,1,132,141,N,Y
R2BOD6JEJ0KOI3,1,38,40,N,N
R2NUYZPT5FL79X,4,19,22,N,N
RNW53X4JVN1JU,2,23,31,N,N
R2RFE4PZAEVAXZ,5,17,20,N,Y
R2VT3T6877ZONT,2,24,27,N,Y
R2YJ6Z3CLXS195,5,43,44,N,Y
RB6JRYZUQ93SB,1,35,35,N,N
R1OEGVJFFBQ9DH,5,28,28,N,Y
R20ST78RRL46WC,5,93,96,N,Y
RCIDR87BI8LTS,1,30,30,N,Y
RD2FLFT2W8T7C,3,22,27,N,Y
R2KO27LW1F1CDA,1,22,25,N,N
R360RFQU82ST0M,1,14,20,N,N
R37239AU42EJVJ,3,20,20,N,N
R3W1AV85URGDJV,1,12,20,N,Y
R1F98PQXG08UMW,1,13,23,N,Y
R3R5BGKR70CYOP,1,51,51,N,Y
RFQQZOKX9JYMZ,5,23,25,N,N
R2U8HMTZAIC6O7,1,16,22,N,Y
R1NSWH1JFISETA,1,16,20,N,Y
R2WBO1I3UM4DWW,1,48,53,N,N
R32PF84PMNRVJI,5,91,98,N,N
R2IHUGVS7EG5XB,1,29,30,N,N
R15YAP2S0AOL7P,5,27,28,N,N
R1RWBE6MXEZTU6,5,23,24,N,Y
RUO3TQWSNLUY8,5,22,23,N,N
R3S5PL8Z2GGL19,1,55,66,N,N
R3768FYE3HVBEZ,1,34,35,N,N
R2Z5R1YFMDDG2K,5,32,36,N,Y
R328VF7SW91MC9,4,37,38,N,N
R3UW7LV1DKDYUH,5,58,61,N,N
R2LQBZW81HLU2W,3,21,30,N,N
R1WAHY9RI8FVYX,1,38,40,N,N
R1K3UIX46ZT7N6,1,39,43,N,Y
R28X2W01V2OERN,1,85,94,N,N
R1GL1Z3UO1EMCE,1,37,40,N,Y
R1L6VL7IMJ6C7Y,1,66,83,N,N
R3SLLN1MZ0H6TS,5,21,22,N,N
R2INL69BD613J8,5,32,36,N,N
R2MRM82I0CP4W1,1,38,42,N,N
R1OZL33PWLIR34,1,59,63,N,Y
R2HCFR7GGPJ81S,5,21,22,N,Y
RP28EZS3H8YOH,5,25,26,N,Y
R262IA7X86NFIQ,5,37,37,N,Y
R3DKQD31MSIKJ,4,20,20,N,Y
R71UV9MF7KHR9,1,37,38,N,Y
R3HYOB1GPT0WCY,5,41,41,N,N
R3NFM44RTQFJUB,1,93,104,N,N
R2KRP0AY7QAFE5,2,112,121,N,Y
R27L4JEMVA67DF,1,217,220,N,N
R3VAZI5NOYF3AS,5,25,26,N,Y
R18QVKLS9HTR3P,1,18,24,N,N
R14BAUIJ1T9EZT,4,21,22,N,Y
R18XNB5FEPBEFM,2,28,35,N,Y
RJASQ8ZQ08HFZ,2,32,34,N,Y
R109MLYNPDS5OG,5,15,21,N,N
R3RS62I8O3CNVG,5,33,37,N,Y
R1TOB56KT8LLHA,1,40,41,N,N
R3B3M6GZVW6U7Y,2,23,26,N,N
R150LGVHCEGNI4,2,22,24,N,N
R2074KH677MYES,2,39,45,N,N
R2DIYENQ095YD9,1,33,33,N,N
R27DGRZ0YN0BV9,1,53,56,N,N
R2FLEVUS88OAWX,1,49,54,N,Y
R3UVZQ1F2WXWX0,5,38,41,N,Y
R2ED1HKCK1CS0F,1,76,77,N,N
R1VDXQP44KXYLV,5,22,22,N,Y
R247C0ZYV93KKC,1,23,24,N,N
R686A9XMBKOCC,1,20,20,N,N
R1BUR92VQXGL9O,1,35,55,N,N
R1A13FUHCMCUG7,1,18,23,N,Y
RXZX555UPVTLG,4,27,28,N,N
R3VTTJO5RULMEY,1,22,23,N,N
R3KYCU7GA8277N,3,50,62,N,Y
R2024QI63W273,4,21,24,N,Y
R3HZUL2LNT70AM,1,16,21,N,N
R2GVBBAGBO2ISO,5,33,35,N,Y
RUY3LHV8HIIJY,2,19,20,N,N
R1MRZ03UHZ3D59,2,88,91,N,N
R1YX27KCAGFI6C,5,40,43,N,N
R3KUOGUPTSY54E,1,19,21,N,N
RN2ON27S71Z2Q,4,24,24,N,N
R2IURLEBRZEYRC,5,21,27,N,N
R9RFBNJB7T8JH,1,24,30,N,Y
R300LN8O8UZ5S1,2,28,34,N,N
R1BQPGJVWWRAGQ,5,24,27,N,N
